1;Арбатская,Арбатской;{"name": "Арбатская"}
2;Автозаводская,Автозаводской;{"name": "Автозаводская"}
3;Алма-Атинская,Алма Атинская,Алма-Атинской,Алма Атинской;{"name": "Алма-Атинская"}
4;Бабушкинская,Бабушкинской;{"name": "Бабушкинская"}
5;Багратионовская,Багратионовской;{"name": "Багратионовская"}
6;Баррикадная,Баррикадной;{"name": "Баррикадная"}
7;Бауманская,Бауманской;{"name": "Бауманская"}
8;Беговая,Беговой;{"name": "Беговая"}
9;Белорусская,Белорусской;{"name": "Белорусская"}
10;Беляево;{"name": "Беляево"}
11;Бибирево;{"name": "Бибирево"}
12;Библиотека Ленина,Библиотека имени Ленина,Библиотека им Ленина;{"name": "Библиотека Ленина"}
13;Битцевский парк;{"name": "Битцевский парк"}
14;Борисово;{"name": "Борисово"}
15;Боровицкая,Боровицкой;{"name": "Боровицкая"}
16;Ботанический сад;{"name": "Ботанический сад"}
17;Братиславская,Братиславской;{"name": "Братиславская"}
18;Бульвар Дмитрия Донского;{"name": "Бульвар Дмитрия Донского"}
19;Бульвар Рокоссовского;{"name": "Бульвар Рокоссовского"}
20;Бульвар адмирала Ушакова;{"name": "Бульвар адмирала Ушакова"}
21;Бунинская Аллея;{"name": "Бунинская Аллея"}
22;ВДНХ;{"name": "ВДНХ"}
23;Варшавская,Варшавской;{"name": "Варшавская"}
24;Владыкино;{"name": "Владыкино"}
25;Волгоградский проспект;{"name": "Волгоградский проспект"}
26;Волжская,Волжской;{"name": "Волжская"}
27;Волоколамская,Волоколамской;{"name": "Волоколамская"}
28;Воробьевы горы;{"name": "Воробьевы горы"}
29;Водный стадион;{"name": "Водный стадион"}
30;Войковская,Войковской;{"name": "Войковская"}
31;Выставочная,Выставочной;{"name": "Выставочная"}
32;Выхино;{"name": "Выхино"}
33;Деловой центр;{"name": "Деловой центр"}
34;Дмитровская,Дмитровской;{"name": "Дмитровская"}
35;Добрынинская,Добрынинской;{"name": "Добрынинская"}
36;Достоевская,Достоевской;{"name": "Достоевская"}
37;Дубровка;{"name": "Дубровка"}
38;Динамо;{"name": "Динамо"}
39;Домодедовская,Домодедовской;{"name": "Домодедовская"}
41;Зябликово;{"name": "Зябликово"}
42;Измайловская,Измайловской;{"name": "Измайловская"}
43;Калужская,Калужской;{"name": "Калужская"}
44;Кантемировская,Кантемировской;{"name": "Кантемировская"}
45;Каховская,Каховской;{"name": "Каховская"}
46;Каширская,Каширской;{"name": "Каширская"}
47;Киевская,Киевской;{"name": "Киевская"}
48;Китай-город,Китай город,Китай-городе;{"name": "Китай-город"}
49;Кожуховская,Кожуховской;{"name": "Кожуховская"}
50;Комсомольская,Комсомольской;{"name": "Комсомольская"}
51;Коньково;{"name": "Коньково"}
53;Коломенская,Коломенской;{"name": "Коломенская"}
54;Краснопресненская,Краснопресненской;{"name": "Краснопресненская"}
55;Красносельская,Красносельской;{"name": "Красносельская"}
56;Красные ворота,Красных воротах;{"name": "Красные ворота"}
57;Крестьянская застава,Крестьянской заставе;{"name": "Крестьянская застава"}
58;Кропоткинская,Кропоткинской;{"name": "Кропоткинская"}
59;Красногвардейская,Красногвардейской;{"name": "Красногвардейская"}
60;Крылатское,Крылатском;{"name": "Крылатское"}
61;Кузнецкий мост;{"name": "Кузнецкий мост"}
62;Кузьминки,Кузьминках;{"name": "Кузьминки"}
63;Кунцевская,Кунцевской;{"name": "Кунцевская"}
64;Курская,Курской;{"name": "Курская"}
65;Кутузовская,Кутузовской;{"name": "Кутузовская"}
66;Ленинский проспект;{"name": "Ленинский проспект"}
68;Лесопарковая,Лесопарковой;{"name": "Лесопарковая"}
69;Лубянка;{"name": "Лубянка"}
70;Люблино;{"name": "Люблино"}
71;Марксистская,Марксистской;{"name": "Марксистская"}
72;Марьина роща,Марьиной роще;{"name": "Марьина роща"}
73;Марьино;{"name": "Марьино"}
74;Медведково;{"name": "Медведково"}
75;Международная,Международной;{"name": "Международная"}
76;Менделеевская,Менделеевской;{"name": "Менделеевская"}
78;Молодежная,Молодежной;{"name": "Молодежная"}
80;Нагатинская,Нагатинской;{"name": "Нагатинская"}
81;Нагорная,Нагорной;{"name": "Нагорная"}
82;Нахимовский Проспект;{"name": "Нахимовский Проспект"}
83;Новогиреево;{"name": "Новогиреево"}
85;Новокузнецкая,Новокузнецкой;{"name": "Новокузнецкая"}
86;Новослободская,Новослободской;{"name": "Новослободская"}
87;Новоясеневская,Новоясеневской;{"name": "Новоясеневская"}
88;Новые Черёмушки,Новых Черёмушках;{"name": "Новые Черёмушки"}
89;Октябрьская,Октябрьской;{"name": "Октябрьская"}
90;Октябрьское Поле,Октябрьском Поле;{"name": "Октябрьское Поле"}
91;Орехово;{"name": "Орехово"}
92;Отрадное,Отрадном;{"name": "Отрадное"}
93;Охотный ряд;{"name": "Охотный ряд"}
94;Павелецкая,Павелецкой;{"name": "Павелецкая"}
95;Парк Культуры;{"name": "Парк Культуры"}
96;Парк Победы;{"name": "Парк Победы"}
97;Партизанская,Партизанской;{"name": "Партизанская"}
98;Первомайская,Первомайской;{"name": "Первомайская"}
99;Перово;{"name": "Перово"}
100;Петровско-Разумовская,Петровско Разумовская,Петровско-Разумовской,Петровско Разумовской;{"name": "Петровско-Разумовская"}
101;Печатники,Печатниках;{"name": "Печатники"}
102;Пионерская,Пионерской;{"name": "Пионерская"}
103;Планерная,Планерной;{"name": "Планерная"}
104;Площадь Ильича;{"name": "Площадь Ильича"}
105;Площадь Революции;{"name": "Площадь Революции"}
106;Полежаевская,Полежаевской;{"name": "Полежаевская"}
107;Полянка;{"name": "Полянка"}
108;Пражская,Пражской;{"name": "Пражская"}
109;Преображенская площадь,Преображенской площадь;{"name": "Преображенская площадь"}
110;Пролетарская,Пролетарской;{"name": "Пролетарская"}
111;Проспект Вернадского;{"name": "Проспект Вернадского"}
112;Проспект Мира;{"name": "Проспект Мира"}
113;Профсоюзная,Профсоюзной;{"name": "Профсоюзная"}
114;Пушкинская,Пушкинской;{"name": "Пушкинская"}
115;Пятницкое шоссе,Пятницком шоссе;{"name": "Пятницкое шоссе"}
116;Речной вокзал;{"name": "Речной вокзал"}
117;Рижская,Рижской;{"name": "Рижская"}
118;Римская,Римской;{"name": "Римская"}
119;Румянцево;{"name": "Румянцево"}
120;Рязанский проспект;{"name": "Рязанский проспект"}
121;Савеловская,Савеловской;{"name": "Савеловская"}
122;Саларьево;{"name": "Саларьево"}
123;Свиблово;{"name": "Свиблово"}
124;Севастопольская,Севастопольской;{"name": "Севастопольская"}
125;Семеновская,Семеновской;{"name": "Семеновская"}
126;Серпуховская,Серпуховской;{"name": "Серпуховская"}
127;Славянский бульвар;{"name": "Славянский бульвар"}
128;Смоленская,Смоленской;{"name": "Смоленская"}
129;Сокол;{"name": "Сокол"}
130;Сокольники,Сокольниках;{"name": "Сокольники"}
131;Спартак;{"name": "Спартак"}
132;Спортивная,Спортивной;{"name": "Спортивная"}
133;Сретенский бульвар;{"name": "Сретенский бульвар"}
134;Строгино;{"name": "Строгино"}
135;Студенческая,Студенческой;{"name": "Студенческая"}
136;Сухаревская,Сухаревской;{"name": "Сухаревская"}
137;Сходненская,Сходненской;{"name": "Сходненская"}
138;Таганская,Таганской;{"name": "Таганская"}
139;Текстильщики,Текстильщиках;{"name": "Текстильщики"}
140;Теплый стан;{"name": "Теплый стан"}
141;Тверская,Тверской;{"name": "Тверская"}
142;Театральная,Театральной;{"name": "Театральная"}
143;Тимирязевская,Тимирязевской;{"name": "Тимирязевская"}
144;Третьяковская,Третьяковской;{"name": "Третьяковская"}
145;Тропарёво;{"name": "Тропарёво"}
146;Трубная,Трубной;{"name": "Трубная"}
147;Тульская,Тульской;{"name": "Тульская"}
148;Тургеневская,Тургеневской;{"name": "Тургеневская"}
149;Тушинская,Тушинской;{"name": "Тушинская"}
150;Улица 1905 года;{"name": "Улица 1905 года"}
151;Улица Горчакова;{"name": "Улица Горчакова"}
152;Улица Скобелевская;{"name": "Улица Скобелевская"}
153;Улица Старокачаловская;{"name": "Улица Старокачаловская"}
154;Улица академика Янгеля;{"name": "Улица академика Янгеля"}
155;Университет;{"name": "Университет"}
156;Филевский парк;{"name": "Филевский парк"}
157;Фили,Филях;{"name": "Фили"}
158;Царицыно,Царицыне;{"name": "Царицыно"}
159;Фрунзенская,Фрунзенской;{"name": "Фрунзенская"}
160;Цветной бульвар;{"name": "Цветной бульвар"}
161;Черкизовская,Черкизовской;{"name": "Черкизовская"}
162;Чертановская,Чертановской;{"name": "Чертановская"}
163;Чеховская,Чеховской;{"name": "Чеховская"}
164;Чистые пруды,Чистых прудах;{"name": "Чистые пруды"}
165;Чкаловская,Чкаловской;{"name": "Чкаловская"}
166;Шаболовская,Шаболовской;{"name": "Шаболовская"}
167;ШипиловскаяШ,Шипиловской;{"name": "Шипиловская"}
168;Шоссе Энтузиастов;{"name": "Шоссе Энтузиастов"}
169;Щелковская,Щелковской;{"name": "Щелковская"}
170;Щукинская,Щукинской;{"name": "Щукинская"}
171;Электрозаводская,Электрозаводской;{"name": "Электрозаводская"}
172;Юго-Западная,Юго Западная,Юго-Западной,Юго Западной;{"name": "Юго-Западная"}
173;Южная,Южной;{"name": "Южная"}
174;Ясенево;{"name": "Ясенево"}